//X	Y	Z	Deviation[]	Amplitude[dB]	Reflectance[dB]
-5.923999786	19.075750351	-1.194000006	2.0000000000	23.7800006866	-8.0000000000
-5.923999786	19.077499390	-1.195500016	2.0000000000	24.3299999237	-7.4499998093
-5.922999859	19.078250885	-1.195999980	2.0000000000	24.0400009155	-7.7399997711
-5.923250198	19.078250885	-1.193750024	1.0000000000	24.5699996948	-7.2100000381
-5.923500061	19.079250336	-1.194000006	3.0000000000	24.4300003052	-7.3499999046
-5.924250126	19.079999924	-1.200000048	1.0000000000	24.4400005341	-7.3400001526
-5.923749924	19.080499649	-1.198750019	2.0000000000	24.3999996185	-7.3800001144
-5.922249794	19.080999374	-1.198500037	1.0000000000	24.1499996185	-7.6300001144
-5.922999859	19.082500458	-1.199000001	1.0000000000	24.7299995422	-7.0500001907
-5.921000004	19.082500458	-1.198500037	3.0000000000	24.2099990845	-7.5700001717
-5.922249794	19.080499649	-1.196249962	2.0000000000	23.8299999237	-7.9499998093
-5.922999859	19.082750320	-1.197749972	4.0000000000	24.0900001526	-7.6900000572
-5.921750069	19.084749222	-1.197999954	1.0000000000	24.4099998474	-7.3699998856
-5.920499802	19.084499359	-1.196249962	1.0000000000	24.3199996948	-7.4600000381
-5.924250126	19.082000732	-1.195250034	0.0000000000	24.2199993134	-7.5599999428
-5.924749851	19.079999924	-1.192250013	2.0000000000	24.4400005341	-7.3400001526
-5.922249794	19.081249237	-1.194249988	0.0000000000	24.5599994659	-7.2199997902
-5.922249794	19.083250046	-1.195749998	1.0000000000	24.2600002289	-7.5199999809
-5.921000004	19.082750320	-1.195749998	3.0000000000	24.1900005341	-7.5900001526
-5.920249939	19.082250595	-1.194749951	1.0000000000	24.4099998474	-7.3699998856
-5.922999859	19.081249237	-1.192749977	2.0000000000	24.7199993134	-7.0599999428
-5.923999786	19.083749771	-1.192999959	3.0000000000	24.3899993896	-7.3899998665
-5.920249939	19.082000732	-1.194000006	3.0000000000	24.8400001526	-6.9400000572
-5.922999859	19.085500717	-1.192499995	0.0000000000	24.8600006104	-6.9200000763
-5.925499916	19.073749542	-1.191249967	3.0000000000	24.0200004578	-7.7600002289
-5.924749851	19.074499130	-1.190250039	2.0000000000	23.4400005341	-8.3400001526
-5.925499916	19.073249817	-1.189000010	3.0000000000	24.2299995422	-7.5500001907
-5.927249908	19.073999405	-1.189749956	2.0000000000	23.3700008392	-8.4099998474
-5.923749924	19.074499130	-1.191499949	3.0000000000	24.2099990845	-7.5700001717
-5.923749924	19.074499130	-1.189249992	4.0000000000	24.4699993134	-7.3099999428
-5.926249981	19.076000214	-1.188249946	3.0000000000	23.5799999237	-8.1999998093
-5.925499916	19.079250336	-1.190000057	1.0000000000	24.3899993896	-7.3899998665
-5.922999859	19.077749252	-1.191499949	4.0000000000	24.8299999237	-6.9499998093
-5.922999859	19.078250885	-1.190250039	0.0000000000	16.1200008392	-7.3200001717
-5.921249866	19.077999115	-1.190500021	0.0000000000	16.3999996185	-7.0300002098
-5.923500061	19.078500748	-1.188500047	1.0000000000	24.8700008392	-6.9099998474
-5.925000191	19.072999954	-1.186750054	3.0000000000	24.3799991608	-7.4000000954
-5.925749779	19.074499130	-1.187000036	0.0000000000	23.9300003052	-7.8499999046
-5.925000191	19.072500229	-1.184499979	2.0000000000	24.1100006104	-7.6700000763
-5.926499844	19.074499130	-1.184749961	1.0000000000	24.1700000763	-7.6100001335
-5.923999786	19.074499130	-1.186750054	1.0000000000	24.7199993134	-7.0599999428
-5.923999786	19.074499130	-1.185500026	3.0000000000	24.2099990845	-7.5700001717
-5.923999786	19.074499130	-1.184249997	1.0000000000	24.5900001526	-7.1900000572
-5.924749851	19.077499390	-1.187250018	3.0000000000	24.3799991608	-7.4000000954
-5.925499916	19.079750061	-1.187999964	3.0000000000	24.3500003815	-7.4299998283
-5.922500134	19.077499390	-1.187749982	2.0000000000	24.7600002289	-7.0199999809
-5.923250198	19.078250885	-1.186499953	1.0000000000	24.3500003815	-7.4299998283
-5.921249866	19.079250336	-1.187250018	4.0000000000	24.9599990845	-6.8200001717
-5.923500061	19.078250885	-1.185500026	1.0000000000	24.6200008392	-7.1599998474
-5.924499989	19.082500458	-1.190000057	3.0000000000	25.1299991608	-6.6500000954
-5.921750069	19.080499649	-1.191499949	1.0000000000	25.1800003052	-6.5999999046
-5.921000004	19.083250046	-1.191249967	3.0000000000	25.1800003052	-6.5999999046
-5.920249939	19.083749771	-1.191249967	2.0000000000	25.0000000000	-6.7800002098
-5.921999931	19.082750320	-1.190750003	1.0000000000	25.0599994659	-6.7199997902
-5.923250198	19.080249786	-1.188750029	2.0000000000	24.8700008392	-6.9099998474
-5.922500134	19.080999374	-1.189000010	1.0000000000	25.2399997711	-6.5399999619
-5.922500134	19.083000183	-1.188750029	4.0000000000	25.2900009155	-6.4899997711
-5.921500206	19.083499908	-1.188750029	1.0000000000	25.0900001526	-6.6900000572
-5.921000004	19.084249496	-1.189249992	4.0000000000	25.8199996948	-5.9600000381
-5.920249939	19.081499100	-1.187000036	2.0000000000	24.8400001526	-6.9400000572
-5.923250198	19.082750320	-1.187250018	2.0000000000	25.0499992371	-6.7300000191
-5.920249939	19.083000183	-1.187999964	1.0000000000	25.5900001526	-6.1900000572
-5.922749996	19.080999374	-1.185500026	2.0000000000	24.7700004578	-7.0100002289
-5.922500134	19.081499100	-1.184249997	0.0000000000	24.3899993896	-7.3899998665
-5.921000004	19.082250595	-1.185999990	4.0000000000	25.1900005341	-6.5900001526
-5.921000004	19.083000183	-1.184249997	3.0000000000	24.6200008392	-7.1599998474
-5.918499947	19.076000214	-1.212000012	3.0000000000	16.9099998474	-6.5199999809
-5.919750214	19.077499390	-1.210500002	2.0000000000	25.0100002289	-6.7699999809
-5.919250011	19.079250336	-1.210999966	2.0000000000	25.5400009155	-6.2399997711
-5.919750214	19.079500198	-1.208750010	2.0000000000	25.8500003815	-5.9299998283
-5.919250011	19.079500198	-1.208500028	4.0000000000	26.7600002289	-5.0199999809
-5.919750214	19.080249786	-1.215000033	2.0000000000	25.1800003052	-6.5999999046
-5.918499947	19.082750320	-1.215499997	1.0000000000	24.8500003815	-6.9299998283
-5.919499874	19.083749771	-1.215250015	2.0000000000	24.8500003815	-6.9299998283
-5.916250229	19.083499908	-1.214249969	1.0000000000	24.0599994659	-7.7199997902
-5.918250084	19.084999084	-1.214249969	1.0000000000	24.8799991608	-6.9000000954
-5.917749882	19.085500717	-1.215749979	1.0000000000	24.8299999237	-6.9499998093
-5.916500092	19.087749481	-1.215499997	3.0000000000	23.7299995422	-8.0500001907
-5.919499874	19.084499359	-1.212749958	2.0000000000	24.8400001526	-6.9400000572
-5.915500164	19.084749222	-1.215000033	0.0000000000	17.0599994659	-6.3699998856
-5.915249825	19.085750580	-1.213500023	2.0000000000	23.9300003052	-7.8499999046
-5.919499874	19.081499100	-1.211750031	4.0000000000	24.5499992371	-7.2300000191
-5.919000149	19.080499649	-1.210500002	4.0000000000	25.3199996948	-6.4600000381
-5.918499947	19.083250046	-1.210500002	3.0000000000	24.5900001526	-7.1900000572
-5.918499947	19.079999924	-1.209750056	1.0000000000	22.1100006104	-5.3800001144
-5.920000076	19.083749771	-1.208750010	3.0000000000	26.1700000763	-5.6100001335
-5.917250156	19.085250854	-1.211500049	3.0000000000	24.0699996948	-7.7100000381
-5.919750214	19.086250305	-1.211750031	1.0000000000	24.1000003815	-7.6799998283
-5.918499947	19.087749481	-1.210500002	1.0000000000	24.1299991608	-7.6500000954
-5.918000221	19.084499359	-1.209249973	1.0000000000	24.7900009155	-6.9899997711
-5.916749954	19.084249496	-1.209499955	4.0000000000	23.6700000763	-8.1099996567
-5.916999817	19.087749481	-1.209249973	4.0000000000	24.1800003052	-7.5999999046
-5.914249897	19.084499359	-1.210999966	2.0000000000	19.8899993896	-7.5999999046
-5.915500164	19.086500168	-1.210999966	3.0000000000	23.8899993896	-7.8899998665
-5.913000107	19.087499619	-1.210000038	1.0000000000	24.9699993134	-6.8099999428
-5.919250011	19.075250626	-1.204499960	2.0000000000	26.6700000763	-5.1100001335
-5.919750214	19.076749802	-1.206750035	0.0000000000	27.3299999237	-4.4499998093
-5.918749809	19.078750610	-1.206249952	3.0000000000	27.1599998474	-4.6199998856
-5.918499947	19.076999664	-1.205749989	4.0000000000	27.3799991608	-4.4000000954
-5.918749809	19.077999115	-1.204249978	4.0000000000	27.6000003815	-4.1799998283
-5.917749882	19.079500198	-1.204749942	2.0000000000	22.4799995422	-5.0100002289
-5.920000076	19.073499680	-1.201500058	0.0000000000	21.0200004578	-6.4699997902
-5.919000149	19.079500198	-1.203750014	5.0000000000	25.4200000763	-6.3600001335
-5.919250011	19.079999924	-1.207000017	5.0000000000	27.2900009155	-4.4899997711
-5.918749809	19.083749771	-1.207999945	2.0000000000	25.0300006866	-6.7500000000
-5.919250011	19.082500458	-1.205250025	2.0000000000	27.2800006866	-4.5000000000
-5.918499947	19.083250046	-1.205999970	1.0000000000	25.0799999237	-6.6999998093
-5.912499905	19.083250046	-1.204249978	2.0000000000	20.7399997711	-6.7500000000
-5.919499874	19.084249496	-1.207000017	4.0000000000	26.6100006104	-5.1700000763
-5.917250156	19.085500717	-1.206750035	0.0000000000	23.7000007629	-8.0799999237
-5.918499947	19.086500168	-1.207000017	3.0000000000	24.3299999237	-7.4499998093
-5.918499947	19.084999084	-1.205250025	5.0000000000	25.4099998474	-6.3699998856
-5.918000221	19.086500168	-1.204249978	3.0000000000	23.4899997711	-8.2899999619
-5.912749767	19.086999893	-1.207749963	4.0000000000	26.0499992371	-5.7300000191
-5.919750214	19.083499908	-1.203500032	1.0000000000	27.1399993896	-4.6399998665
-5.918000221	19.082250595	-1.203999996	0.0000000000	24.6100006104	-7.1700000763
-5.919250011	19.080499649	-1.201750040	1.0000000000	26.6700000763	-5.1100001335
-5.920000076	19.080749512	-1.200999975	1.0000000000	24.6900005341	-7.0900001526
-5.919000149	19.083749771	-1.201750040	4.0000000000	25.6499996185	-6.1300001144
-5.917749882	19.082250595	-1.201500058	6.0000000000	24.2900009155	-7.4899997711
-5.918499947	19.086250305	-1.203999996	2.0000000000	24.7000007629	-7.0799999237
-5.918000221	19.086750031	-1.201750040	1.0000000000	23.6499996185	-8.1300001144
-5.918000221	19.086999893	-1.200250030	0.0000000000	24.0599994659	-7.7199997902
-5.915750027	19.087249756	-1.203999996	3.0000000000	23.8400001526	-7.9400000572
-5.910250187	19.087499619	-1.206750035	5.0000000000	27.6200008392	-4.1599998474
-5.917250156	19.088249207	-1.215749979	2.0000000000	24.0100002289	-7.7699999809
-5.916250229	19.090499878	-1.215749979	4.0000000000	24.0499992371	-7.7300000191
-5.919750214	19.090999603	-1.213500023	2.0000000000	23.8299999237	-7.9499998093
-5.916749954	19.090000153	-1.212249994	1.0000000000	24.1000003815	-7.6799998283
-5.915249825	19.088750839	-1.215999961	2.0000000000	16.2399997711	-7.1900000572
-5.914750099	19.088249207	-1.215000033	3.0000000000	23.8099994659	-7.9699997902
-5.914750099	19.090250015	-1.214249969	3.0000000000	23.7299995422	-8.0500001907
-5.912250042	19.090499878	-1.215250015	2.0000000000	23.9899997711	-7.7899999619
-5.913499832	19.087999344	-1.212249994	6.0000000000	24.2900009155	-7.4899997711
-5.914500237	19.090250015	-1.213000059	4.0000000000	23.5400009155	-8.2399997711
-5.915500164	19.093000412	-1.214499950	1.0000000000	23.8299999237	-7.9499998093
-5.913000107	19.093750000	-1.215250015	1.0000000000	24.3500003815	-7.4299998283
-5.914000034	19.093000412	-1.213000059	2.0000000000	23.8600006104	-7.9200000763
-5.918250084	19.087999344	-1.212000012	3.0000000000	23.9500007629	-7.8299999237
-5.917749882	19.089750290	-1.210500002	3.0000000000	23.9200000763	-7.8600001335
-5.916999817	19.088750839	-1.208250046	0.0000000000	23.9599990845	-7.8200001717
-5.914500237	19.089500427	-1.211500049	2.0000000000	23.8400001526	-7.9400000572
-5.914750099	19.087999344	-1.210000038	2.0000000000	23.9500007629	-7.8299999237
-5.913750172	19.090250015	-1.210000038	3.0000000000	24.1800003052	-7.5999999046
-5.913750172	19.092250824	-1.211500049	3.0000000000	23.8500003815	-7.9299998283
-5.911250114	19.089000702	-1.213250041	2.0000000000	24.9699993134	-6.8099999428
-5.910500050	19.091249466	-1.213999987	2.0000000000	26.0599994659	-5.7199997902
-5.910749912	19.091749191	-1.212249994	3.0000000000	24.8899993896	-6.8899998665
-5.909500122	19.090000153	-1.212499976	1.0000000000	26.3299999237	-5.4499998093
-5.911499977	19.094749451	-1.215499997	1.0000000000	25.0400009155	-6.7399997711
-5.908249855	19.093000412	-1.213750005	5.0000000000	26.2199993134	-5.5599999428
-5.908249855	19.092250824	-1.213000059	2.0000000000	26.1900005341	-5.5900001526
-5.911499977	19.093999863	-1.213500023	1.0000000000	24.9400005341	-6.8400001526
-5.909749985	19.094749451	-1.213999987	4.0000000000	26.0200004578	-5.7600002289
-5.908249855	19.095750809	-1.212749958	5.0000000000	26.5200004578	-5.2600002289
-5.906000137	19.093500137	-1.215250015	2.0000000000	26.1000003815	-5.6799998283
-5.906250000	19.093999863	-1.215000033	2.0000000000	26.3999996185	-5.3800001144
-5.904749870	19.094999313	-1.215499997	6.0000000000	25.9899997711	-5.7899999619
-5.905000210	19.095750809	-1.215000033	1.0000000000	26.1800003052	-5.5999999046
-5.905499935	19.092750549	-1.212749958	4.0000000000	26.2399997711	-5.5399999619
-5.905499935	19.095750809	-1.213500023	4.0000000000	26.5900001526	-5.1900000572
-5.904749870	19.094999313	-1.212499976	4.0000000000	26.1499996185	-5.6300001144
-5.911749840	19.089750290	-1.210749984	5.0000000000	25.6299991608	-6.1500000954
-5.911749840	19.091249466	-1.210500002	1.0000000000	24.4899997711	-7.2899999619
-5.911250114	19.089000702	-1.208500028	2.0000000000	26.8400001526	-4.9400000572
-5.910250187	19.090999603	-1.210000038	4.0000000000	26.8099994659	-4.9699997902
-5.910999775	19.091249466	-1.208999991	4.0000000000	26.1499996185	-5.6300001144
-5.906499863	19.089750290	-1.210500002	3.0000000000	22.2900009155	-5.1999998093
-5.910250187	19.093000412	-1.210749984	1.0000000000	25.7399997711	-6.0399999619
-5.908500195	19.094249725	-1.211249948	6.0000000000	26.7600002289	-5.0199999809
-5.909500122	19.093000412	-1.209249973	2.0000000000	26.9200000763	-4.8600001335
-5.907999992	19.092500687	-1.211500049	4.0000000000	26.6399993896	-5.1399998665
-5.906250000	19.094999313	-1.211750031	3.0000000000	26.7000007629	-5.0799999237
-5.905749798	19.095249176	-1.210250020	5.0000000000	26.9300003052	-4.8499999046
-5.904500008	19.094999313	-1.210500002	3.0000000000	26.0300006866	-5.7500000000
-5.907750130	19.091999054	-1.209249973	3.0000000000	26.9699993134	-4.8099999428
-5.905250072	19.092250824	-1.208500028	3.0000000000	26.6599998474	-5.1199998856
-5.906499863	19.094249725	-1.210000038	1.0000000000	26.8099994659	-4.9699997902
-5.906250000	19.094499588	-1.208250046	6.0000000000	27.0400009155	-4.7399997711
-5.910250187	19.097000122	-1.215749979	6.0000000000	25.9799995422	-5.8000001907
-5.904250145	19.098749161	-1.215250015	3.0000000000	25.7099990845	-6.0700001717
-5.908999920	19.096250534	-1.209249973	4.0000000000	26.9699993134	-4.8099999428
-5.905000210	19.097000122	-1.212000012	3.0000000000	26.6399993896	-5.1399998665
-5.904749870	19.097499847	-1.210250020	1.0000000000	26.5000000000	-5.2800002098
-5.904749870	19.096250534	-1.208500028	3.0000000000	26.4599990845	-5.3200001717
-5.916999817	19.088499069	-1.207499981	1.0000000000	24.1499996185	-7.6300001144
-5.918749809	19.089250565	-1.205250025	1.0000000000	23.9699993134	-7.8099999428
-5.916999817	19.089000702	-1.205749989	1.0000000000	23.9099998474	-7.8699998856
-5.917250156	19.087999344	-1.204249978	0.0000000000	23.9200000763	-7.8600001335
-5.914500237	19.088750839	-1.207999945	4.0000000000	24.2000007629	-7.5799999237
-5.913750172	19.090000153	-1.206500053	1.0000000000	24.9300003052	-6.8499999046
-5.912250042	19.091749191	-1.206750035	4.0000000000	26.4899997711	-5.2899999619
-5.915500164	19.088249207	-1.205999970	3.0000000000	24.3400001526	-7.4400000572
-5.915500164	19.089500427	-1.204749942	0.0000000000	24.3999996185	-7.3800001144
-5.913249969	19.087999344	-1.205250025	0.0000000000	27.3500003815	-4.4299998283
-5.913750172	19.089000702	-1.204749942	2.0000000000	15.4700002670	-7.9600000381
-5.914000034	19.090749741	-1.205000043	0.0000000000	26.0400009155	-5.7399997711
-5.914750099	19.093000412	-1.207749963	1.0000000000	24.7999992371	-6.9800000191
-5.916999817	19.088499069	-1.202250004	2.0000000000	24.2800006866	-7.5000000000
-5.916250229	19.091249466	-1.202250004	2.0000000000	25.2900009155	-6.4899997711
-5.919250011	19.088249207	-1.201500058	3.0000000000	24.3299999237	-7.4499998093
-5.916999817	19.089250565	-1.200999975	0.0000000000	24.2500000000	-7.5300002098
-5.916749954	19.089750290	-1.200500011	3.0000000000	24.3600006104	-7.4200000763
-5.913000107	19.087999344	-1.203250051	4.0000000000	27.2600002289	-4.5199999809
-5.912499905	19.090000153	-1.202999949	2.0000000000	28.2199993134	-3.5599999428
-5.913750172	19.089000702	-1.201249957	0.0000000000	26.1900005341	-5.5900001526
-5.913750172	19.089000702	-1.200250030	4.0000000000	27.2099990845	-4.5700001717
-5.912499905	19.090999603	-1.201500058	4.0000000000	28.4200000763	-3.3599998951
-5.908750057	19.089000702	-1.207999945	2.0000000000	27.2399997711	-4.5399999619
-5.909500122	19.091499329	-1.207499981	3.0000000000	26.8199996948	-4.9600000381
-5.909249783	19.089500427	-1.205500007	5.0000000000	27.4200000763	-4.3600001335
-5.912000179	19.091499329	-1.205500007	3.0000000000	27.4200000763	-4.3600001335
-5.907499790	19.091749191	-1.206750035	3.0000000000	26.5100002289	-5.2699999809
-5.907249928	19.090749741	-1.205000043	2.0000000000	19.2099990845	-4.2199997902
-5.909500122	19.092500687	-1.206249952	2.0000000000	27.4099998474	-4.3699998856
-5.908750057	19.093999863	-1.207499981	2.0000000000	27.2299995422	-4.5500001907
-5.907000065	19.092500687	-1.206500053	2.0000000000	27.1399993896	-4.6399998665
-5.905250072	19.093999863	-1.207000017	3.0000000000	27.0400009155	-4.7399997711
-5.907750130	19.092500687	-1.204499960	5.0000000000	26.5799999237	-5.1999998093
-5.905000210	19.092250824	-1.205999970	2.0000000000	26.5900001526	-5.1900000572
-5.907499790	19.093999863	-1.204249978	2.0000000000	27.5000000000	-4.2800002098
-5.904749870	19.095249176	-1.205500007	2.0000000000	26.3400001526	-5.4400000572
-5.910500050	19.087999344	-1.203999996	5.0000000000	28.3199996948	-3.4600000381
-5.910500050	19.090499878	-1.203750014	1.0000000000	28.8400001526	-2.9400000572
-5.910749912	19.087999344	-1.201500058	1.0000000000	28.3500003815	-3.4300000668
-5.911499977	19.088750839	-1.200250030	4.0000000000	27.6000003815	-4.1799998283
-5.909500122	19.090499878	-1.202000022	3.0000000000	28.7900009155	-2.9900000095
-5.909749985	19.090499878	-1.200749993	6.0000000000	28.8500003815	-2.9300000668
-5.909749985	19.090749741	-1.200749993	1.0000000000	28.2900009155	-3.4900000095
-5.906499863	19.089500427	-1.203750014	1.0000000000	22.7500000000	-4.7399997711
-5.905749798	19.089250565	-1.200250030	5.0000000000	27.6200008392	-4.1599998474
